comment,label,category
"Bạn từng bảo hành chưa?",neutral,question
"Bạn thấy thiết kế mới có đẹp hơn không?",neutral,question
"Bạn có file pdf hướng dẫn không?",neutral,request
"Tôi nhận hàng đúng lịch",neutral,statement
"Bạn có thể chia sẻ link nhóm hỗ trợ không?",neutral,request
"Bạn đã thử so sánh với hàng chính hãng chưa?",neutral,question
"Bạn nhận xét gì về tốc độ xử lý?",neutral,question
"Bạn thấy mức giá hợp lý không?",neutral,question
"Bạn có thể gợi ý địa chỉ uy tín không?",neutral,request
"Cần đánh giá thêm về độ bền sản phẩm",neutral,request
"Bạn có video unbox sản phẩm không?",neutral,request
"Bạn thấy trải nghiệm người dùng thế nào?",neutral,question
"Cần thêm nhận xét từ khách đã dùng",neutral,request
"Bạn update ứng dụng thường xuyên chứ?",neutral,question
"Bạn có thể hướng dẫn đăng ký bảo hành không?",neutral,request
"Tôi cũng mới mua gần đây",neutral,statement
"Bạn thấy chính sách đổi trả có dễ không?",neutral,question
"Bạn chia sẻ kinh nghiệm lắp đặt đi",neutral,request
"Bạn thấy chế độ bảo hành tốt không?",neutral,question
"Cần so sánh các phiên bản cũ và mới",neutral,request
"Bạn gửi link tham khảo thêm giúp mình",neutral,request
"Tôi sẽ đợi thêm phản hồi trước khi mua",neutral,statement
"Bạn thấy hiệu suất sản phẩm ra sao?",neutral,question
"Bạn có gặp lỗi khi sử dụng không?",neutral,question
"Bạn thấy pin dùng được lâu không?",neutral,question
"Cần thêm video test thực tế",neutral,request
"Bạn đã mua nhiều lần ở shop này chưa?",neutral,question
"Bạn có thể demo sản phẩm không?",neutral,request
"Bạn thấy âm thanh có rõ không?",neutral,question
"Tôi cũng thích sản phẩm này",neutral,statement
"Bạn có mã giảm giá không vậy?",neutral,question
"Bạn thấy cách đóng gói hàng có tốt không?",neutral,question
"Tôi sẽ chờ đánh giá chi tiết từ bạn",neutral,statement
"Bạn chia sẻ kinh nghiệm sử dụng lâu dài đi",neutral,request
"Bạn đã từng đổi trả sản phẩm chưa?",neutral,question
"Bạn cảm nhận về mẫu mới thế nào?",neutral,question
"Cần thông tin thêm về phụ kiện đi kèm",neutral,request
"Bạn có thể trả lời inbox giúp mình không?",neutral,request
"Bạn thấy màu nào hợp nhất?",neutral,question
"Tôi sẽ cân nhắc sau khi xem clip",neutral,statement
"Bạn chia sẻ thêm về thời gian giao hàng",neutral,request
"Bạn đã đặt mua lại lần nào chưa?",neutral,question
"Bạn nhận xét gì về chất lượng đóng gói?",neutral,question
"Cần thêm ý kiến khách hàng thực tế",neutral,request
"Bạn thấy thao tác sử dụng có đơn giản không?",neutral,question
"Tôi cũng đang phân vân chọn mua",neutral,statement
"Bạn gửi video so sánh sản phẩm giúp mình",neutral,request
"Bạn có link group chia sẻ kinh nghiệm không?",neutral,request
"Bạn thấy sản phẩm dễ bảo trì không?",neutral,question
"Bạn nhận xét gì về kiểu dáng sản phẩm?",neutral,question
"Cần thêm feedback từ người dùng khác",neutral,request
"Bạn thử test nhiều chức năng chưa?",neutral,question
"Bạn đánh giá sao về tổng thể sản phẩm?",neutral,question
"Tôi đã xem qua các bình luận khác",neutral,statement
"Bạn thấy độ bền sản phẩm này thế nào?",neutral,question
"Bạn chia sẻ chi tiết về chế độ bảo hành",neutral,request
"Bạn có thể upload thêm hình ảnh không?",neutral,request
"Tôi cũng định mua dòng này",neutral,statement
"Bạn thấy giá sản phẩm phù hợp chưa?",neutral,question
"Bạn gửi file đính kèm giúp mình nhé",neutral,request
"Bạn thấy giao diện sử dụng dễ không?",neutral,question
"Bạn đã gặp lỗi trong quá trình dùng chưa?",neutral,question
"Tôi vừa mới đăng ký bảo hành",neutral,statement
"Bạn chia sẻ kinh nghiệm test sản phẩm đi",neutral,request
"Bạn thấy dịch vụ hỗ trợ tốt không?",neutral,question
"Bạn có thể gửi file báo giá không?",neutral,request
"Bạn đã từng tư vấn khách về sản phẩm này chưa?",neutral,question
"Bạn thấy giao hàng có đúng hẹn không?",neutral,question
"Bạn update sản phẩm thường xuyên không?",neutral,question
"Bạn cảm nhận gì về pin dự phòng?",neutral,question
"Bạn có thể hướng dẫn cài app không?",neutral,request
"Bạn chia sẻ video hướng dẫn đi",neutral,request
"Tôi vẫn đang chờ phản hồi từ shop",neutral,statement
"Xem mà thất vọng thật sự",negative,disappointment
"Tôi không hài lòng với sản phẩm này",negative,disappointment
"Dịch vụ chậm quá, đợi mãi không thấy",negative,complaint
"Giao hàng sai, phải đợi đổi lại rất lâu",negative,complaint
"Chất lượng không như mong đợi",negative,disappointment
"Đọc bình luận thấy lo quá",negative,concern
"Nhạc nền nghe không phù hợp lắm",negative,criticism
"Phản hồi tin nhắn quá chậm",negative,complaint
"Hình ảnh khác xa thực tế",negative,disappointment
"Tôi tưởng tốt hơn cơ",negative,disappointment
"Video cắt ghép hơi nhiều",negative,criticism
"Sản phẩm dễ hỏng, dùng được vài ngày",negative,disappointment
"Đóng gói không cẩn thận",negative,complaint
"Tôi không thích giao diện mới",negative,criticism
"Chất lượng hình ảnh mờ quá",negative,disappointment
"Clip dài quá, xem hơi chán",negative,criticism
"Đặt mua mà bị giao thiếu phụ kiện",negative,complaint
"Sản phẩm bị lỗi nhỏ",negative,complaint
"Cảm thấy không đáng tiền",negative,disappointment
"Khó sử dụng, không thân thiện",negative,criticism
"Video nói nhanh quá, không theo kịp",negative,criticism
"Bạn giải thích hơi khó hiểu",negative,criticism
"Tôi chưa hài lòng với thái độ phục vụ",negative,complaint
"Sản phẩm màu bị lệch so với ảnh",negative,disappointment
"Không thấy như quảng cáo",negative,disappointment
"Đóng gói sơ sài, hàng bị móp",negative,complaint
"Không rõ nguồn gốc sản phẩm",negative,concern
"Thời gian giao hàng quá lâu",negative,complaint
"Giá hơi cao so với chất lượng",negative,criticism
"Khó liên hệ hỗ trợ khách hàng",negative,complaint
"Thông tin chưa rõ ràng",negative,criticism
"Sản phẩm dễ bám bụi, khó vệ sinh",negative,criticism
"Đã thử nhưng không hiệu quả",negative,disappointment
"Không phù hợp với nhu cầu của tôi",negative,disappointment
"Âm thanh bị rè, không như mong đợi",negative,disappointment
"Đặt hàng mà không có xác nhận",negative,complaint
"Clip này nhiều quảng cáo quá",negative,criticism
"Phản hồi không chuyên nghiệp",negative,complaint
"Sản phẩm cũ, không phải mới 100%",negative,complaint
"Chưa nhận được hàng dù đã đặt lâu",negative,complaint
"Giao diện khó nhìn, màu không đẹp",negative,criticism
"Không khuyến khích mua sản phẩm này",negative,criticism
"Sản phẩm hết hàng, không báo trước",negative,complaint
"Đã gặp lỗi ngay lần đầu sử dụng",negative,complaint
"Tôi không thấy điểm nổi bật gì",negative,criticism
"Chế độ bảo hành chưa rõ ràng",negative,concern
"Không có hướng dẫn sử dụng chi tiết",negative,criticism
"Giá tăng mà chất lượng không đổi",negative,criticism
"Phản hồi thiếu nhiệt tình",negative,complaint
"Không như kỳ vọng, hơi thất vọng",negative,disappointment
"Sản phẩm dùng nhanh hỏng",negative,disappointment
"Không đáng tiền",negative,disappointment
"Chất lượng không tốt như quảng cáo",negative,disappointment
"Đặt hàng mà không nhận được quà tặng",negative,complaint
"Giao hàng về bị thiếu phụ kiện",negative,complaint
"Thái độ nhân viên chưa tốt",negative,complaint
"Sản phẩm dễ trầy xước",negative,criticism
"Giao diện app khó sử dụng quá",negative,criticism
"Khó liên hệ tổng đài chăm sóc",negative,complaint
"Nhận hàng bị móp méo",negative,complaint
"Video xem hơi chán",negative,criticism
"Không nhận được hướng dẫn sử dụng",negative,complaint
"Đặt size S mà giao size M",negative,complaint
"Không còn hàng đúng mẫu tôi cần",negative,disappointment
"Sản phẩm nhìn ngoài không đẹp như trên hình",negative,disappointment
"Khuyến mãi nhưng giá vẫn cao",negative,criticism
"Hàng về chậm hơn dự kiến",negative,complaint
"Âm thanh rè, nghe không rõ",negative,disappointment
"Video dài dòng quá",negative,criticism
"Không phù hợp với nhu cầu",negative,disappointment
"Sản phẩm không giống mô tả",negative,disappointment
"Không hài lòng với kết quả nhận được",negative,disappointment
"Thái độ trả lời tin nhắn lạnh nhạt",negative,complaint
"Đặt hàng mà phải hủy vì hết hàng",negative,complaint
"Bảo hành lâu quá, chưa nhận được phản hồi",negative,complaint
"Sản phẩm kém bền",negative,disappointment
"Không có sự khác biệt so với bản cũ",negative,criticism
"Video mờ, chất lượng thấp",negative,criticism
"Mua rồi mới biết không đổi trả được",negative,complaint
"Không hỗ trợ kỹ thuật như cam kết",negative,complaint
"Giao hàng sai địa chỉ",negative,complaint
"Cảm giác sử dụng không thoải mái",negative,disappointment
"Sản phẩm bị lỗi từ khi nhận",negative,complaint
"Không hỗ trợ thanh toán khi nhận hàng",negative,complaint
"Chưa hài lòng về thiết kế",negative,criticism
"Không rõ thông tin sản phẩm",negative,criticism
"Sản phẩm có nhiều vết xước nhỏ",negative,complaint
"Tư vấn không đúng nhu cầu",negative,complaint
"Không khuyến khích mọi người mua",negative,criticism
"Không hài lòng với tốc độ ship",negative,complaint
"Chưa thấy có gì đặc biệt",negative,criticism
"Đóng gói sơ sài",negative,complaint
"Sản phẩm hết hàng liên tục",negative,complaint
"Hỗ trợ khách hàng chưa tốt",negative,complaint
"Mua về mà không dùng được",negative,disappointment
"Video âm thanh nhỏ quá",negative,criticism
"Không thấy hiệu quả như quảng cáo",negative,disappointment
"Khó khăn trong đổi trả",negative,complaint
"Bị lỗi phần mềm khi cài đặt",negative,complaint
"Phần mềm chạy chậm, hay treo máy",negative,criticism
"Sản phẩm không tương thích với thiết bị",negative,complaint
"Hỗ trợ bảo hành lâu quá",negative,complaint
"Chất lượng dịch vụ chưa ổn định",negative,criticism
"Sản phẩm không có tem bảo hành",negative,concern
"Không có phản hồi sau khi báo lỗi",negative,complaint
"Nhận được hàng lỗi phải gửi lại",negative,complaint
"Sản phẩm có mùi khó chịu",negative,complaint
"Không có phiếu bảo hành đi kèm",negative,complaint
"Sản phẩm dùng nhanh hết pin",negative,disappointment
"Chưa có bản cập nhật mới",negative,criticism
"Chức năng chưa đủ như mong muốn",negative,criticism
"Không có hướng dẫn bằng tiếng Việt",negative,complaint
"Sản phẩm nhận được không phải hàng mới",negative,complaint
"Khó lắp đặt, không dễ dùng",negative,criticism
"Không liên hệ được tổng đài",negative,complaint
"Không nhận được mã giảm giá như quảng cáo",negative,complaint
"Hình ảnh sản phẩm không sát thực tế",negative,disappointment
"Sản phẩm hoạt động không ổn định",negative,criticism
"Chưa nhận được hóa đơn mua hàng",negative,complaint
"Sản phẩm giao thiếu phụ kiện",negative,complaint
"Nhân viên giao hàng không liên hệ trước",negative,complaint
"Không thấy nút tắt/bật sản phẩm",negative,criticism
"Sản phẩm đóng gói không chắc chắn",negative,complaint
"Không nhận được hàng đúng hẹn",negative,complaint
"Sản phẩm không bền",negative,disappointment
"Không có giấy hướng dẫn lắp ráp",negative,complaint
"Video chất lượng kém",negative,criticism
"Không hài lòng với lần mua này",negative,disappointment
"Sản phẩm hay bị treo, đơ máy",negative,criticism
"Giao hàng muộn hơn dự kiến",negative,complaint
"Sản phẩm bị thiếu phụ kiện đi kèm",negative,complaint
"Không tương thích với hệ điều hành",negative,complaint
"Đã báo lỗi nhưng chưa được hỗ trợ",negative,complaint
"Không có thông báo khi có bản cập nhật",negative,criticism
"Video cắt ghép không chuyên nghiệp",negative,criticism
"Không hài lòng về cách tư vấn",negative,complaint
"Sản phẩm không ổn định khi sử dụng lâu",negative,criticism
"Không còn niềm tin với shop",negative,disappointment
"Chưa cảm nhận được ưu điểm nổi bật",negative,criticism
"Không hài lòng về chính sách bảo hành",negative,complaint
"Sản phẩm không đúng màu đặt",negative,complaint
"Sản phẩm không hỗ trợ tiếng Việt",negative,criticism
"Khó đăng ký bảo hành",negative,complaint
"Không thấy phụ kiện kèm theo",negative,complaint
"Video review không khách quan",negative,criticism
"Chưa thấy điểm khác biệt với sản phẩm cũ",negative,criticism
"Sản phẩm dễ trầy xước khi sử dụng",negative,criticism
"Không hài lòng về quy trình đổi trả",negative,complaint
"Không nhận được phản hồi sau khi góp ý",negative,complaint
"Chưa có trải nghiệm tốt với dịch vụ",negative,disappointment
"Sản phẩm nhận được thiếu tem mác",negative,complaint
"Trend này cũ quá rồi, không còn gì mới",negative,criticism
"Video này giống hệt clip hôm qua",negative,criticism
"Nội dung nhạt, xem không thấy gì đặc biệt",negative,criticism
"Clip lặp lại ý tưởng mãi, chán quá",negative,criticism
"Xem 10 lần cũng chỉ có thế này thôi à",negative,criticism
"Không hiểu sao lên được FYP luôn",negative,criticism
"Video cắt ghép chưa mượt, hơi khó xem",negative,criticism
"Chả thấy hài gì cả",negative,criticism
"Clip ngắn quá, chưa kịp hiểu gì",negative,criticism
"Không rõ thông điệp muốn truyền tải",negative,criticism
"Nội dung này thấy nhiều rồi, không mới",negative,criticism
"Không liên quan gì đến tiêu đề",negative,criticism
"Chất lượng hình ảnh mờ quá",negative,criticism
"Đầu tư còn ít quá, xem không đã",negative,criticism
"Làm clip cho có lệ vậy thôi",negative,criticism
"Không thích nhạc nền, nghe hơi ồn",negative,criticism
"Không xem nổi hết clip",negative,disappointment
"Xem xong chẳng nhớ gì",negative,disappointment
"Clip này chẳng khác gì trăm clip khác",negative,criticism
"Không bắt trend nổi nữa rồi",negative,criticism
"Bình thường quá, không đặc sắc",negative,criticism
"Chỉ thấy quảng cáo chứ không có nội dung",negative,criticism
"Hiệu ứng nhìn rối mắt quá",negative,criticism
"Chỉnh sửa chưa mượt mà, hơi gượng",negative,criticism
"Không thấy gì hài hước như mọi người nói",negative,criticism
"Comment cho có chứ video chán thật",negative,criticism
"Xem xong chẳng muốn like",negative,disappointment
"Chờ mãi chẳng có gì hay ho",negative,disappointment
"Chỉ lặp đi lặp lại một chủ đề",negative,criticism
"Không phải gu mình",negative,disappointment
"Chưa đủ ấn tượng để follow",negative,disappointment
"Không hiểu đoạn kết muốn nói gì",negative,criticism
"Clip quá ngắn, chưa cảm nhận được gì",negative,criticism
"Không đầu tư nội dung lắm",negative,criticism
"Nhạc nền che hết lời thoại rồi",negative,criticism
"Chờ đoạn cao trào mà không có",negative,disappointment
"Không thích hiệu ứng này lắm",negative,criticism
"Clip như quay vội, không chỉnh chu",negative,criticism
"Không có gì đặc biệt để lại ấn tượng",negative,disappointment
"Bối cảnh lặp lại nhiều quá",negative,criticism
"Không thấy hài gì cả",negative,criticism
"Nội dung này mình đã xem ở nơi khác rồi",negative,criticism
"Không thấy hợp trend này",negative,criticism
"Đang xem giữa chừng mà hết clip",negative,criticism
"Không có gì nổi bật hơn so với các clip khác",negative,disappointment
"Clip không có sự sáng tạo",negative,criticism
"Nội dung chưa rõ ràng lắm",negative,criticism
"Chỉnh filter hơi lố",negative,criticism
"Không hiểu đoạn intro để làm gì",negative,criticism
"Nội dung xem chẳng hiểu gì cả",negative,criticism
"Chán quá, clip nào cũng như nhau",negative,disappointment
"Làm mãi một kiểu, không có gì mới",negative,criticism
"Xem hết clip vẫn không thấy hay",negative,disappointment
"Chẳng có điểm gì đặc biệt cả",negative,criticism
"Chất lượng video quá kém",negative,criticism
"Quay clip mà rung quá trời",negative,criticism
"Nội dung hơi nhạt, khó theo dõi",negative,criticism
"Coi mà chả hiểu muốn truyền đạt gì",negative,criticism
"Làm lại video khác được không",negative,criticism
"Thấy clip dài dòng quá",negative,criticism
"Hiệu ứng nhìn rối mắt thật",negative,criticism
"Chỉnh sửa clip không tự nhiên",negative,criticism
"Không thấy hài chút nào luôn",negative,disappointment
"Xem xong muốn lướt qua luôn",negative,disappointment
"Thất vọng về chất lượng video",negative,disappointment
"Nhạc không ăn nhập gì với clip",negative,criticism
"Làm clip hơi lười biếng",negative,criticism
"Không hiểu sao video này nổi",negative,criticism
"Chỉ xem được vài giây là chán",negative,disappointment
"Quảng cáo hơi lộ liễu",negative,criticism
"Chẳng có gì hấp dẫn cả",negative,criticism
"Chủ đề không phù hợp lắm",negative,criticism
"Xem nhiều clip rồi vẫn không thích",negative,disappointment
"Không có nội dung rõ ràng",negative,criticism
"Chất lượng hình ảnh mờ quá",negative,criticism
"Không thấy vui như mọi người nói",negative,disappointment
"Chỉnh hiệu ứng hơi quá tay",negative,criticism
"Xem hết vẫn không thấy gì đặc biệt",negative,criticism
"Nội dung đơn giản quá",negative,criticism
"Không có gì đáng chú ý",negative,criticism
"Xem clip không hiểu thông điệp là gì",negative,criticism
"Quá ngắn, xem chưa kịp hiểu",negative,criticism
"Không biết sao lại lên trending",negative,criticism
"Nội dung này không hợp với tôi",negative,disappointment
"Không thấy hài hước gì hết",negative,criticism
"Lặp lại nhiều lần quá rồi",negative,criticism
"Clip quá bình thường, không ấn tượng",negative,disappointment
"Nhạc nền hơi khó nghe",negative,criticism
"Cắt ghép video chưa tốt",negative,criticism
"Không hợp gu tôi lắm",negative,disappointment
"Làm video chưa đầu tư",negative,criticism
"Xem một lần không muốn xem lại nữa",negative,disappointment
"Video ngắn quá không hiểu nổi",negative,criticism
"Không thấy có sự đầu tư",negative,criticism
"Chỉnh sửa chưa đẹp",negative,criticism
"Không thấy hào hứng gì cả",negative,disappointment
"Không rõ nội dung clip",negative,criticism
"Xem video chán thật sự",negative,disappointment
"Không thích hiệu ứng này",negative,criticism
"Đoạn nhạc không ăn khớp clip",negative,criticism
"Không có điểm nhấn gì cả",negative,criticism
"Video này chưa đủ hấp dẫn",negative,criticism
"Làm video kiểu này nhàm quá rồi",negative,criticism
"Clip quá ngắn không đủ hiểu",negative,criticism
"Nội dung nhàm chán",negative,criticism
"Chỉnh filter hơi mạnh tay",negative,criticism
"Không bắt kịp trend rồi",negative,criticism
"Video nhìn thiếu chuyên nghiệp",negative,criticism
"Không thấy có gì đặc biệt ở đây",negative,criticism
"Xem mà buồn ngủ luôn",negative,disappointment
"Chất lượng âm thanh thấp quá",negative,criticism
"Không có chút sáng tạo nào cả",negative,criticism
"Nội dung cứ lặp lại hoài",negative,criticism
"Xem vài giây là chán",negative,disappointment
"Quá nhàm chán, không có điểm nhấn",negative,criticism
"Không hiểu ý nghĩa video là gì",negative,criticism
"Coi xong vẫn không rõ ý đồ",negative,criticism
"Video chưa đạt chất lượng tốt",negative,criticism
"Thấy hơi thất vọng",negative,disappointment
"Nội dung không rõ ràng",negative,criticism
"Không thấy thú vị chút nào",negative,disappointment
"Làm nội dung cũ hoài vậy?",negative,criticism
"Không thấy giá trị gì sau khi xem",negative,criticism
"Chỉnh sửa video không mượt",negative,criticism
"Nội dung nhạt như nước lã",negative,criticism
"Coi xong thấy phí thời gian",negative,disappointment
"Chất lượng hình ảnh thấp quá",negative,criticism
"Clip quá nhạt, không xem được hết",negative,disappointment
"Nội dung không hợp với tôi",negative,disappointment
"Không thích kiểu video này",negative,disappointment
"Chưa thấy gì đặc biệt để nhớ",negative,criticism
"Nhạc nền hơi ồn ào",negative,criticism
"Nội dung không hấp dẫn",negative,criticism
"Chất lượng video chưa tốt lắm",negative,criticism
"Không thấy điểm mới lạ gì cả",negative,criticism
"Xem hết clip mà vẫn chán",negative,disappointment
"Làm clip hơi thiếu đầu tư",negative,criticism
"Nội dung không thu hút người xem",negative,criticism
"Không rõ ý tưởng clip này",negative,criticism
"Cảm giác hơi nhàm chán",negative,disappointment
"Chỉnh filter không hợp lý lắm",negative,criticism
"Xem clip mà không hiểu nổi ý nghĩa",negative,criticism
"Không có thông điệp rõ ràng",negative,criticism
"Chỉnh sửa hiệu ứng chưa tốt",negative,criticism
"Nội dung cứ như copy lại",negative,criticism
"Không rõ điểm nổi bật là gì",negative,criticism
"Nội dung quá nhạt",negative,criticism
"Video hơi ngắn, chưa truyền tải đủ",negative,criticism
"Không thấy gì đặc biệt sau khi xem",negative,criticism
"Nội dung clip hơi khó hiểu",negative,criticism
"Clip không có điểm nhấn",negative,criticism
"Xem clip xong không có cảm xúc",negative,disappointment
"Không thích cách làm video này",negative,disappointment
"Video hơi dài dòng",negative,criticism
"Nội dung lặp lại quá nhiều",negative,criticism
"Xem xong chẳng nhớ được gì",negative,disappointment
"Không thích nhạc nền này",negative,criticism
"Không thấy hay như mọi người nói",negative,criticism
"Chất lượng hình ảnh không tốt",negative,criticism
"Coi xong thấy thất vọng",negative,disappointment
"Nội dung hơi bị nhàm",negative,criticism
"Video không đủ sức hút",negative,criticism
"Không cảm nhận được ý nghĩa video",negative,criticism
"Xem clip này hơi phí thời gian",negative,disappointment
"Không hài lòng với nội dung này",negative,disappointment
"Không có gì đáng để xem hết",negative,criticism
"Nội dung chưa được đầu tư tốt",negative,criticism
"Coi clip hơi chán",negative,disappointment
"Nội dung không gây ấn tượng",negative,criticism
"Không rõ nội dung truyền tải",negative,criticism
"Video không có giá trị gì đặc biệt",negative,criticism
"Xem clip mà thấy không vui",negative,disappointment
"Game lag quá, chơi khó chịu thật",negative,complaint
"Chơi game mà ping cao liên tục",negative,complaint
"Server bảo trì hoài, mất cả hứng",negative,complaint
"Game này đồ họa xấu quá",negative,criticism
"Chơi mãi vẫn gặp lỗi giật lag",negative,complaint
"Update mới làm game tệ hơn hẳn",negative,criticism
"Không thích bản cập nhật lần này",negative,disappointment
"Nhân vật cân bằng kém quá",negative,criticism
"Chơi game này chán thật sự",negative,disappointment
"Tìm trận lâu quá, chờ mãi không được chơi",negative,complaint
"Matchmaking không công bằng chút nào",negative,criticism
"Game có quá nhiều bug luôn",negative,complaint
"Hệ thống combat quá đơn điệu",negative,criticism
"Chơi mãi không lên rank nổi",negative,disappointment
"Không thấy vui như quảng cáo",negative,disappointment
"Game này mất cân bằng kinh khủng",negative,criticism
"Update xong chơi chán hơn trước",negative,criticism
"Skin nhân vật xấu quá trời",negative,criticism
"Không thích cơ chế mới trong game",negative,criticism
"Nạp tiền vào game thấy phí thật",negative,disappointment
"Game crash liên tục",negative,complaint
"Hỗ trợ khách hàng kém lắm",negative,complaint
"Chơi game này cứ phải nạp tiền liên tục",negative,criticism
"Không thích cộng đồng game này lắm",negative,disappointment
"Đồ họa nhìn lỗi thời rồi",negative,criticism
"Game load lâu quá",negative,complaint
"Không thích bản đồ mới chút nào",negative,criticism
"Game không ổn định, dễ bị disconnect",negative,complaint
"Hệ thống nhiệm vụ quá nhàm chán",negative,criticism
"Không hài lòng với cách điều hành game",negative,complaint
"Chơi vài ván là chán ngay",negative,disappointment
"Các event trong game quá đơn điệu",negative,criticism
"Thất vọng với update lần này",negative,disappointment
"Game chơi mãi không thấy thú vị",negative,disappointment
"Không thích giao diện mới của game",negative,criticism
"Game này pay-to-win rõ ràng luôn",negative,criticism
"Chơi game mà cứ gặp hacker hoài",negative,complaint
"Hệ thống rank không công bằng chút nào",negative,criticism
"Game này khó lên cấp quá",negative,disappointment
"Không thích cách cân bằng tướng hiện tại",negative,criticism
"Server thường xuyên bị lag",negative,complaint
"Hệ thống matchmaking thật tệ",negative,criticism
"Chơi game mà thấy ức chế nhiều hơn vui",negative,disappointment
"Game này đồ họa không đẹp như trailer",negative,criticism
"Không hài lòng với cơ chế giao dịch",negative,complaint
"Cảm giác chơi game không đã tay",negative,disappointment
"Nhiều skin nhưng toàn xấu",negative,criticism
"Game load chậm quá, chơi mất hứng",negative,complaint
"Hệ thống chat game bất tiện",negative,criticism
"Không thích cách nhà phát hành vận hành game",negative,criticism
"Hệ thống report vô dụng quá",negative,complaint
"Không thích meta game hiện tại chút nào",negative,criticism
"Game nhiều tính năng thừa thãi",negative,criticism
"Hệ thống chiến đấu không linh hoạt",negative,criticism
"Chơi vài trận đã thấy nhàm rồi",negative,disappointment
"Game này kém xa bản trước đó",negative,criticism
"Có nhiều lỗi quá, chơi khó chịu",negative,complaint
"Nạp tiền vào nhưng không đáng chút nào",negative,disappointment
"Game cứ phải chơi chung với toxic nhiều quá",negative,complaint
"Bản update mới làm mất cân bằng game",negative,criticism
"Không hài lòng với hệ thống phần thưởng",negative,criticism
"Game này hay lỗi đăng nhập",negative,complaint
"Không thấy thú vị như review nói",negative,disappointment
"Game chơi một lúc là chán liền",negative,disappointment
"Cơ chế loot đồ không hợp lý",negative,criticism
"Game tốn quá nhiều thời gian để lên cấp",negative,criticism
"Hệ thống giao tiếp trong game kém quá",negative,criticism
"Chơi game này quá mất thời gian",negative,criticism
"Game thiếu cân bằng nghiêm trọng",negative,criticism
"Không thích cơ chế chiến đấu hiện tại",negative,criticism
"Game crash đúng lúc quan trọng",negative,complaint
"Hệ thống nhiệm vụ lặp đi lặp lại hoài",negative,criticism
"Các bản cập nhật ngày càng tệ",negative,criticism
"Chơi game nhưng không thấy giải trí chút nào",negative,disappointment
"Không hài lòng với hệ thống đồ hoạ mới",negative,criticism
"Có quá nhiều vấn đề chưa được sửa",negative,complaint
"Game không đủ hấp dẫn để giữ chân người chơi",negative,criticism
"Không hài lòng với cách điều chỉnh nhân vật",negative,criticism
"Game này chơi một lần là chán",negative,disappointment
"Không thích chế độ chơi mới",negative,criticism
"Game chơi nhanh nhàm chán quá",negative,disappointment
"Hệ thống mua bán trong game bất tiện",negative,criticism
"Không hài lòng với hệ thống điều khiển",negative,criticism
"Chơi mãi mà không thấy tiến bộ",negative,disappointment
"Không thích kiểu chơi của game này",negative,criticism
"Hệ thống hướng dẫn game quá sơ sài",negative,criticism
"Game quá nhiều quảng cáo gây khó chịu",negative,criticism
"Không hài lòng với cách sắp xếp đội hình",negative,criticism
"Game chơi lâu thấy nhàm dần",negative,disappointment
"Hệ thống kỹ năng của nhân vật quá đơn giản",negative,criticism
"Không thấy vui như giới thiệu",negative,disappointment
"Game này khó điều khiển quá",negative,criticism
"Không thích hệ thống giao diện mới",negative,criticism
"Game quá nặng, máy chạy không nổi",negative,complaint
"Không hài lòng với event lần này",negative,criticism
"Chơi game này không thấy giải trí",negative,disappointment
"Game thường xuyên mất kết nối",negative,complaint
"Hệ thống cập nhật game quá chậm",negative,complaint
"Không thích cơ chế thăng cấp mới",negative,criticism
"video dai qua xem muon ngu",negative,disappointment
"ko hieu dang noi cai gi lun",negative,criticism
"nham vc, clip chang co j hay",negative,criticism
"noi nhanh wa, nghe ko kip",negative,criticism
"edit loi wa troi",negative,criticism
"noi nham nham chang hieu j",negative,criticism
"ko co y nghia gi het",negative,disappointment
"lag may lan, ko xem dc",negative,complaint
"clip lam cho co thoi",negative,criticism
"ko thu vi nhu mo ta",negative,disappointment
"co the lam tot hon nhieu",negative,criticism
"no dung lap di lap lai",negative,criticism
"clip ngan wa, chua kip hieu",negative,criticism
"cmt cho vui chu clip te thiet",negative,criticism
"ko hieu noi y chinh",negative,criticism
"ko co thong diep ro rang",negative,criticism
"chat luong hinh kem",negative,criticism
"xem may lan ma van chang thay thu vi",negative,disappointment
"ko bat kip trend",negative,criticism
"noi chung la khong an tuong",negative,criticism
"noi that la xem xong thay cha co gi",negative,disappointment
"video ko co noi dung",negative,criticism
"phai noi la xem thua time",negative,disappointment
"clip loi am thanh",negative,complaint
"ko lay gi lam thu vi",negative,disappointment
"xem roi xoa luon",negative,disappointment
"ko xung dang fyp",negative,criticism
"edit loang choang",negative,criticism
"noi roi, van ko hay",negative,criticism
"giong keo keo, nghe chan",negative,criticism
"clip nhu duoc cat ghep voi",negative,criticism
"chinh sua loi qua",negative,criticism
"ko giu dc nguoi xem",negative,criticism
"xem 1 phut la muon bo",negative,disappointment
"noi k ro rang",negative,criticism
"noi nhanh nhu gió",negative,criticism
"video doi tuan chang co j",negative,disappointment
"ko co gi moi me",negative,criticism
"xem hoai chang thay hay",negative,disappointment
"ko ai hieu ban dang noi gi",negative,criticism
"clip dai va chang co gi ca",negative,criticism
"co len fyp ma ko hieu vi sao",negative,criticism
"giong noi nghe nhuc dau",negative,criticism
"noi ko ro, nhieu doan bi mo",negative,criticism
"noi lung tung chang hieu gi",negative,criticism
"clip loi tu dau den cuoi",negative,complaint
"noi roi nhin van loi",negative,criticism
